exchange,market_type,exchange_symbol,ccxt_symbol,ccxt_id,base_asset,quote_asset,settle,canonical_symbol,asset_class,verified,pair_data_class,status,tick_size,lot_size,min_order_size,min_order_notional,max_market_order_size,max_market_order_notional,max_position_size,max_position_notional,quantity_multiplier,price_multiplier
BITGET,UPERP,RKLBUSDT,RKLB/USDT:USDT,RKLBUSDT,RKLB,USDT,USDT,RKLB,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,RTXSTOCKUSDT,RTXSTOCK/USDT:USDT,RTXSTOCKUSDT,RTXSTOCK,USDT,USDT,RTX,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,SAMSUNGUSDT,SAMSUNG/USDT:USDT,SAMSUNGUSDT,SAMSUNG,USDT,USDT,SAMSUNG,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,SATLUSDT,SATL/USDT:USDT,SATLUSDT,SATL,USDT,USDT,SATL,TRADEFI,true,class1,TRADING,0.001,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,SATSSTOCKUSDT,SATSSTOCK/USDT:USDT,SATSSTOCKUSDT,SATSSTOCK,USDT,USDT,SATSSTOCK,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,SITMUSDT,SITM/USDT:USDT,SITMUSDT,SITM,USDT,USDT,SITM,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,SKHYNIXUSDT,SKHYNIX/USDT:USDT,SKHYNIXUSDT,SKHYNIX,USDT,USDT,SKHYNIX,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,SMCIUSDT,SMCI/USDT:USDT,SMCIUSDT,SMCI,USDT,USDT,SMCI,TRADEFI,true,class1,TRADING,0.001,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,SMRUSDT,SMR/USDT:USDT,SMRUSDT,SMR,USDT,USDT,SMR,TRADEFI,true,class1,TRADING,0.001,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,SNDKUSDT,SNDK/USDT:USDT,SNDKUSDT,SNDK,USDT,USDT,SNDK,TRADEFI,true,class1,TRADING,0.01,0.001,0.001,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,SNOWUSDT,SNOW/USDT:USDT,SNOWUSDT,SNOW,USDT,USDT,SNOW,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,SOXLUSDT,SOXL/USDT:USDT,SOXLUSDT,SOXL,USDT,USDT,SOXL,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,SOXSUSDT,SOXS/USDT:USDT,SOXSUSDT,SOXS,USDT,USDT,SOXS,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,SP500USDT,SP500/USDT:USDT,SP500USDT,SP500,USDT,USDT,SP500,TRADEFI,true,class1,TRADING,0.1,0.0001,0.0001,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,SPCXUSDT,SPCX/USDT:USDT,SPCXUSDT,SPCX,USDT,USDT,SPACEX,TRADEFI,true,,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,SPIRUSDT,SPIR/USDT:USDT,SPIRUSDT,SPIR,USDT,USDT,SPIR,TRADEFI,true,class1,TRADING,0.001,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,SPYUSDT,SPY/USDT:USDT,SPYUSDT,SPY,USDT,USDT,SPY,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,SQQQUSDT,SQQQ/USDT:USDT,SQQQUSDT,SQQQ,USDT,USDT,SQQQ,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,STXSTOCKUSDT,STXSTOCK/USDT:USDT,STXSTOCKUSDT,STXSTOCK,USDT,USDT,STXSTOCK,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,SUMIELECUSDT,SUMIELEC/USDT:USDT,SUMIELECUSDT,SUMIELEC,USDT,USDT,SUMIELEC,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,TOKYOELUSDT,TOKYOEL/USDT:USDT,TOKYOELUSDT,TOKYOEL,USDT,USDT,TOKYOEL,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,TQQQUSDT,TQQQ/USDT:USDT,TQQQUSDT,TQQQ,USDT,USDT,TQQQ,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,TSLAUSDT,TSLA/USDT:USDT,TSLAUSDT,TSLA,USDT,USDT,TSLA,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,TSMUSDT,TSM/USDT:USDT,TSMUSDT,TSM,USDT,USDT,TSM,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,TWLOUSDT,TWLO/USDT:USDT,TWLOUSDT,TWLO,USDT,USDT,TWLO,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,UNHUSDT,UNH/USDT:USDT,UNHUSDT,UNH,USDT,USDT,UNH,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,USARUSDT,USAR/USDT:USDT,USARUSDT,USAR,USDT,USDT,USAR,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,VRTUSDT,VRT/USDT:USDT,VRTUSDT,VRT,USDT,USDT,VRT,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,WDCUSDT,WDC/USDT:USDT,WDCUSDT,WDC,USDT,USDT,WDC,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,WMTUSDT,WMT/USDT:USDT,WMTUSDT,WMT,USDT,USDT,WMT,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,XAGUSDT,XAG/USDT:USDT,XAGUSDT,XAG,USDT,USDT,SLV,TRADEFI,true,class2,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,XAUTUSDT,XAUT/USDT:USDT,XAUTUSDT,XAUT,USDT,USDT,GLD,TRADEFI,true,class2,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,XAUUSDT,XAU/USDT:USDT,XAUUSDT,XAU,USDT,USDT,GLD,TRADEFI,true,class2,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,XOMUSDT,XOM/USDT:USDT,XOMUSDT,XOM,USDT,USDT,XOM,TRADEFI,true,class1,TRADING,0.01,0.01,0.01,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,XPDUSDT,XPD/USDT:USDT,XPDUSDT,XPD,USDT,USDT,PALL,TRADEFI,true,class2,TRADING,0.01,0.001,0.001,5.0,Infinity,Infinity,Infinity,Infinity,1,1
BITGET,UPERP,XPTUSDT,XPT/USDT:USDT,XPTUSDT,XPT,USDT,USDT,PPLT,TRADEFI,true,class2,TRADING,0.01,0.001,0.001,5.0,Infinity,Infinity,Infinity,Infinity,1,1
